Date,Away_Team,Away_Score,Home_Team,Home_Score
2021-10-16,Utah St.,83,SMU,81
2021-10-20,Nova Southeastern,95,Miami (FL),106
2021-10-21,Stonehill,71,Providence,95
2021-10-22,Saint Augustine's,48,Campbell,75
2021-10-23,Louisiana Tech,99,SMU,109
2021-10-23,Hillsdale,68,Toledo,93
2021-10-23,Western Caro.,66,Col. of Charleston,85
2021-10-23,LSU,74,Nicholls,62
2021-10-23,UAlbany,,Saint Joseph's,
2021-10-23,Drexel,73,Penn,89
2021-10-23,St. Francis (IL),34,Illinois,101
2021-10-24,Louisiana,68,Alabama,73
2021-10-24,Georgia,65,Charlotte,76
2021-10-24,LeMoyne-Owen,57,Memphis,105
2021-10-26,Rockhurst,42,Saint Louis,84
2021-10-27,Ferris St.,58,Michigan St.,92
2021-10-27,Trevecca Nazarene,55,Tennessee St.,76
2021-10-27,Ill. Springfield,80,Western Ill.,92
2021-10-27,Colo. Sch. of Mines,48,Colorado,78
2021-10-27,Pace,60,Syracuse,79
2021-10-28,Tiffin,87,Bellarmine,90
2021-10-28,Berea,63,Tennessee Tech,104
2021-10-29,Indiana (PA),79,Illinois,94
2021-10-29,Wis.-Whitewater,50,Wisconsin,76
2021-10-29,St. Norbert,0,Green Bay,0
2021-10-29,Ky. Wesleyan,72,Kentucky,95
2021-10-29,Nazareth,37,Notre Dame,87
2021-10-29,Kentucky St.,45,Louisville,94
2021-10-30,Upper Iowa,61,Creighton,76
2021-10-30,Mt. St. Joseph,45,Evansville,74
2021-10-30,Toledo,83,Findlay,78
2021-10-30,MSOE,63,Milwaukee,69
2021-10-30,Tiffin,84,Butler,94
2021-10-30,Saint Michael's,60,Vermont,105
2021-10-30,Cal State LA,56,UC Riverside,90
2021-10-30,Lenoir-Rhyne,62,Tennessee,103
2021-10-30,East Stroudsburg,83,Penn,91
2021-10-30,Western N.M.,59,Grand Canyon,85
2021-10-30,Ashland,87,Valparaiso,78
2021-10-30,Pepperdine,50,Point Loma,77
2021-10-31,Davis & Elkins,72,Marshall,113
2021-10-31,Adams St.,55,Colorado St.,92
2021-10-31,Morehouse,52,Georgia Tech,89
2021-10-31,Lane,49,Memphis,88
2021-10-31,Lindenwood,66,Saint Louis,89
2021-11-01,Embry-Riddle (FL),57,Florida,80
2021-11-01,Texas Lutheran,33,Texas,96
2021-11-01,Rogers St.,57,Oklahoma,106
2021-11-01,AUM,70,UAB,101
2021-11-01,Xavier (LA),45,Alcorn,67
2021-11-01,St. Katherine,41,Arizona St.,108
2021-11-01,Hood,51,George Washington,93
2021-11-01,East. Mennonite,60,Radford,83
2021-11-01,Ga. Southwestern,51,Clemson,77
2021-11-01,Voorhees,42,South Fla.,92
2021-11-01,Johns Hopkins,49,Loyola Maryland,60
2021-11-01,Lynn,54,Fla. Atlantic,69
2021-11-01,Elizabeth City St.,68,NC State,87
2021-11-01,Camp. Harrodsburg,62,Western Caro.,106
2021-11-01,Virginia St.,55,VCU,74
2021-11-01,Cazenovia,55,Niagara,95
2021-11-01,Cedarville,60,Dayton,94
2021-11-01,Mo. Southern St.,58,Wichita St.,90
2021-11-01,Le Moyne,50,Syracuse,90
2021-11-01,UIndy,46,Ohio St.,82
2021-11-01,New Jersey City,66,Saint Peter's,90
2021-11-01,Minot St.,54,North Dakota St.,85
2021-11-01,Mayville St.,64,North Dakota,68
2021-11-01,Blue Mountain (MS),66,Arkansas St.,72
2021-11-01,Concordia-St. Paul,67,Minnesota,80
2021-11-01,Tex. A&M-Kingsville,72,Texas A&M,76
2021-11-01,Southeastern Okla.,64,UT Arlington,68
2021-11-01,Campbellsville,61,Western Ky.,82
2021-11-01,Cal State LA,58,California,92
2021-11-01,Eastern N.M.,50,Arizona,96
2021-11-01,Lewis & Clark,67,Portland,93
2021-11-01,Dominican (CA),55,Nevada,90
2021-11-02,Monmouth (IL),34,Western Ill.,88
2021-11-02,Cent. Christian Bib.,50,Tarleton St.,73
2021-11-03,Anderson (IN),60,IUPUI,74
2021-11-03,Grand Valley St.,67,Central Mich.,78
2021-11-03,Ga. Southwestern,63,Jacksonville St.,82
2021-11-03,Ferrum,56,Davidson,98
2021-11-03,West Ga.,51,Louisville,103
2021-11-03,Fort Valley St.,61,Mercer,93
2021-11-03,Emporia St.,60,Kansas,86
2021-11-03,UT Tyler,72,UTRGV,101
2021-11-03,Northeastern St.,53,Tulsa,84
2021-11-03,Yellowstone Chris.,42,Montana St.,116
2021-11-03,Cal State LA,70,Cal Poly,87
2021-11-03,St. Katherine,44,San Diego St.,65
2021-11-03,Stanislaus St.,48,Fresno St.,86
2021-11-04,Misericordia,48,Seton Hall,110
2021-11-04,Mount Olive,70,High Point,95
2021-11-04,UIndy,64,Purdue,86
2021-11-04,Benedict,76,South Carolina,101
2021-11-04,Grand Valley St.,60,Michigan St.,83
2021-11-04,Francis Marion,72,UNCW,101
2021-11-04,Fairmont St.,89,Bowling Green,91
2021-11-04,Lake Erie,64,Northern Ky.,75
2021-11-04,USciences,54,Saint Joseph's,83
2021-11-04,Alfred,54,St. Bonaventure,95
2021-11-04,Wooster,60,Chattanooga,94
2021-11-04,Rose-Hulman,60,Indiana St.,82
2021-11-04,Flagler,70,Valparaiso,67
2021-11-04,Ky. Wesleyan,64,Evansville,74
2021-11-04,JWU (Providence),56,Rhode Island,109
2021-11-04,Capital,44,Miami (OH),69
2021-11-04,Rutgers-Newark,61,Fairleigh Dickinson,86
2021-11-04,Medaille,54,Buffalo,105
2021-11-04,Mississippi Col.,50,Louisiana Tech,86
2021-11-04,Life (GA),63,Austin Peay,92
2021-11-04,Delta St.,60,Southern Miss.,68
2021-11-04,St. Edward's,71,Rice,85
2021-11-04,Westminster (UT),51,Utah,87
2021-11-04,Davenport,59,Illinois St.,85
2021-11-04,IIT,59,UIC,76
2021-11-04,Quincy,62,SIUE,61
2021-11-04,Drury,49,Drake,96
2021-11-04,Simpson,47,South Dakota,98
2021-11-04,Lindenwood,40,Northwestern,85
2021-11-04,Pittsburg St.,59,Kansas St.,78
2021-11-04,Mobile,47,Alabama St.,72
2021-11-04,Bowie St.,40,Marquette,98
2021-11-04,Bethel (TN),58,UT Martin,87
2021-11-04,Montevallo,63,DePaul,67
2021-11-04,Concordia-St. Paul,74,Weber St.,101
2021-11-04,Colo. Christian,45,BYU,63
2021-11-04,Yellowstone Chris.,68,Idaho,108
2021-11-04,Chico St.,61,UCLA,100
2021-11-04,Saint Martin's,80,Oregon St.,83
2021-11-04,Central Wash.,50,Washington,83
2021-11-04,Simpson (CA),65,Sacramento St.,85
2021-11-05,N.M. Highlands,72,New Mexico,101
2021-11-05,Catawba,58,ETSU,91
2021-11-05,Trevecca Nazarene,76,Ole Miss,83
2021-11-05,Goshen,66,Eastern Mich.,94
2021-11-05,Michigan,87,Wayne St. (MI),54
2021-11-05,Lake Superior St.,81,Oakland,91
2021-11-05,Ferris St.,59,Xavier,100
2021-11-05,UIndy,68,Butler,73
2021-11-05,St. Norbert,44,Notre Dame,78
2021-11-05,Miles,71,Kentucky,80
2021-11-05,Clayton St.,56,Georgia St.,101
2021-11-05,Morehouse,49,Georgia,64
2021-11-05,Fayetteville St.,40,Maryland,89
2021-11-05,Elizabeth City St.,55,North Carolina,83
2021-11-05,Cumberlands (KY),59,Western Ky.,88
2021-11-05,Central Okla.,68,Oklahoma St.,76
2021-11-05,Southern Ind.,54,Auburn,68
2021-11-05,Slippery Rock,47,Iowa,99
2021-11-05,Biola,65,Long Beach St.,82
2021-11-05,Lewis-Clark St.,62,Gonzaga,112
2021-11-05,Cal St. Dom. Hills,59,UC Irvine,84
2021-11-05,Cal St. East Bay,56,San Jose St.,60
2021-11-05,UC San Diego,44,LMU (CA),57
2021-11-06,Kalamazoo,47,Western Mich.,77
2021-11-06,Capital,66,Ohio,92
2021-11-06,Virginia-Lynchburg,56,Delaware St.,83
2021-11-06,St. Anselm,72,Vermont,94
2021-11-06,Montana Tech,51,Houston,78
2021-11-06,Loyola (LA),80,New Orleans,72
2021-11-06,Kutztown,76,Rider,78
2021-11-06,San Diego Christian,68,CSU Bakersfield,100
2021-11-07,Pikeville,59,Marshall,86
2021-11-09,Manhattanville,42,Manhattan,99
2021-11-09,Alcorn,67,Washington St.,85
2021-11-09,Mount St. Mary's,51,Villanova,91
2021-11-09,Bethune-Cookman,54,South Fla.,75
2021-11-09,UC San Diego,80,California,67
2021-11-09,Bob Jones,79,Wofford,117
2021-11-09,Eastern Mich.,62,Indiana,68
2021-11-09,Brescia,59,Middle Tenn.,98
2021-11-09,Akron,66,Ohio St.,67
2021-11-09,Mary Baldwin,78,Winthrop,110
2021-11-09,Saint Peter's,54,VCU,57
2021-11-09,Southern Ill.,66,Little Rock,69
2021-11-09,St. Mary's (MD),55,Morgan St.,118
2021-11-09,Central Conn. St.,48,UConn,99
2021-11-09,Emory & Henry,72,Radford,84
2021-11-09,IUPUI,47,Butler,56
2021-11-09,N.C. A&T,53,UNC Greensboro,57
2021-11-09,Stony Brook,52,George Mason,74
2021-11-09,Trinity Baptist,43,Jacksonville,79
2021-11-09,App State,53,Iona,65
2021-11-09,St. Joseph's (ME),53,New Hampshire,98
2021-11-09,Oakland,53,West Virginia,60
2021-11-09,Regis (MA),51,Holy Cross,98
2021-11-09,Rutgers-Camden,28,Princeton,94
2021-11-09,Fairfield,73,Providence,80
2021-11-09,Rivier,55,UMass Lowell,91
2021-11-09,N.C. Central,60,Richmond,70
2021-11-09,Presbyterian,53,Clemson,64
2021-11-09,Lake Erie,53,Wright St.,86
2021-11-09,Salve Regina,59,Brown,89
2021-11-09,Siena,47,St. Bonaventure,75
2021-11-09,Vassar,42,Yale,88
2021-11-09,Evansville,43,Cincinnati,65
2021-11-09,Hartford,59,Wagner,77
2021-11-09,Georgetown (KY),63,Eastern Ky.,93
2021-11-09,Cairn,41,Delaware St.,80
2021-11-09,Quinnipiac,69,Maryland,83
2021-11-09,Mid-Atlantic Christ.,51,Hampton,101
2021-11-09,SUNY New Paltz,52,Army West Point,83
2021-11-09,JWU (Charlotte),71,Charleston So.,118
2021-11-09,Rider,61,Duquesne,73
2021-11-09,South Carolina St.,62,East Carolina,70
2021-11-09,Morehouse,70,Harvard,86
2021-11-09,North Greenville,66,Furman,118
2021-11-09,UIC,54,Dayton,64
2021-11-09,Monmouth,66,Charlotte,68
2021-11-09,The Citadel,78,Pittsburgh,63
2021-11-09,Bellarmine,67,Purdue,96
2021-11-09,Emerson,48,Merrimack,77
2021-11-09,Loyola Maryland,67,North Carolina,83
2021-11-09,Ball St.,71,Ga. Southern,82
2021-11-09,Towson,77,UAlbany,56
2021-11-09,Boston U.,62,Rhode Island,71
2021-11-09,Northeastern,58,Colgate,65
2021-11-09,Lafayette,63,Syracuse,97
2021-11-09,FIU,51,Georgia,58
2021-11-09,Portland,60,Arizona St.,76
2021-11-09,Brewton-Parker,37,Georgia St.,97
2021-11-09,UT Martin,62,Tennessee,90
2021-11-09,Belmont,80,Ohio,92
2021-11-09,Dist. Columbia,59,Howard,87
2021-11-09,Toledo,69,Valparaiso,61
2021-11-09,Texas Southern,66,Oregon,83
2021-11-09,Kansas,87,Michigan St.,74
2021-11-09,USC Upstate,60,South Carolina,78
2021-11-09,Wheeling,54,Northern Ky.,82
2021-11-09,Delaware,71,Davidson,93
2021-11-09,Carlow,55,VMI,111
2021-11-09,Texas St.,75,UIW,57
2021-11-09,William Peace,50,Campbell,85
2021-11-09,Earlham,54,Purdue Fort Wayne,103
2021-11-09,Niagara,60,Xavier,63
2021-11-09,Fla. Memorial,67,Stetson,74
2021-11-09,Fla. National,57,FGCU,94
2021-11-09,Ferrum,73,Coastal Carolina,101
2021-11-09,Cornell,76,Binghamton,69
2021-11-09,UNC Asheville,77,UAB,102
2021-11-09,LSU-Alexandria,73,SFA,82
2021-11-09,UMBC,60,Massachusetts,77
2021-11-09,Bowling Green,71,Western Caro.,79
2021-11-09,Canisius,67,Miami (FL),77
2021-11-09,Miami (OH),72,Georgia Tech,69
2021-11-09,New Orleans,61,Ole Miss,82
2021-11-09,Fisher,54,Bryant,122
2021-11-09,Mississippi Val.,61,St. John's (NY),119
2021-11-09,Cumberland (TN),77,Murray St.,109
2021-11-09,McNeese,62,SMU,86
2021-11-09,Ark.-Pine Bluff,77,Creighton,90
2021-11-09,Pepperdine,63,Rice,82
2021-11-09,Kennesaw St.,73,Iowa St.,84
2021-11-09,Concordia-M'head,44,North Dakota St.,88
2021-11-09,Hastings,57,Omaha,67
2021-11-09,Texas Lutheran,64,A&M-Corpus Christi,102
2021-11-09,Morehead St.,54,Auburn,77
2021-11-09,ULM,39,LSU,101
2021-11-09,Tex. A&M Int'l,59,UTRGV,74
2021-11-09,Indiana St.,81,Green Bay,77
2021-11-09,Neumann,74,Drexel,103
2021-11-09,Southeastern La.,67,Tulane,70
2021-11-09,Milwaukee,75,North Dakota,60
2021-11-09,Birmingham-So.,98,Lipscomb,105
2021-11-09,Bucknell,70,NC State,88
2021-11-09,Marist,73,American,77
2021-11-09,Southeast Mo. St.,99,Missouri St.,94
2021-11-09,Sacred Heart,86,La Salle,81
2021-11-09,Shenandoah,59,High Point,108
2021-11-09,Bridgewater (VA),56,Norfolk St.,79
2021-11-09,Coe,61,Drake,87
2021-11-09,Maryville (TN),78,Samford,99
2021-11-09,Maryville (TN),78,Samford,99
2021-11-09,Tenn. Southern,79,Austin Peay,86
2021-11-09,St. Thomas (MN),72,Chicago St.,77
2021-11-09,Maine,47,Virginia Tech,82
2021-11-09,Spring Hill,41,South Alabama,102
2021-11-09,UNCW,63,Illinois St.,68
2021-11-09,Nicholls,62,UNI,58
2021-11-09,St. Francis Brooklyn,58,Wisconsin,81
2021-11-09,Mercer,61,Arkansas,74
2021-11-09,Dartmouth,57,Boston College,73
2021-11-09,Coppin St.,45,Loyola Chicago,103
2021-11-09,Saint Francis (PA),72,George Washington,75
2021-11-09,Central Mich.,68,Missouri,78
2021-11-09,Elon,61,Florida,74
2021-11-09,Hofstra,75,Houston,83
2021-11-09,Alabama St.,74,Western Ky.,79
2021-11-09,Abilene Christian,56,Utah,70
2021-11-09,Jacksonville St.,57,Wichita St.,60
2021-11-09,William Carey,67,Southern Miss.,81
2021-11-09,Central Ark.,61,Saint Louis,96
2021-11-09,North Florida,74,Texas Tech,89
2021-11-09,Jackson St.,47,Illinois,71
2021-11-09,Kansas City,56,Minnesota,71
2021-11-09,Tennessee St.,73,Alabama A&M,82
2021-11-09,Western Ill.,75,Nebraska,74
2021-11-09,Eastern Ill.,56,Northwestern,80
2021-11-09,Tennessee Tech,65,Memphis,89
2021-11-09,Wiley,50,Lamar University,67
2021-11-09,UT Arlington,45,Oklahoma St.,88
2021-11-09,UMES,67,Saint Joseph's,69
2021-11-09,Northwestern St.,59,Oklahoma,77
2021-11-09,Columbia,67,Fordham,77
2021-11-09,SIUE,77,Marquette,88
2021-11-09,West Florida,47,Louisiana,81
2021-11-09,Harding,55,Arkansas St.,81
2021-11-09,Trinity (TX),66,UTSA,97
2021-11-09,Okla. Christian,53,North Texas,84
2021-11-09,Carver,42,Troy,104
2021-11-09,Western Colo.,60,Weber St.,100
2021-11-09,Eastern Ore.,61,Idaho St.,82
2021-11-09,CSUN,49,Southern California,89
2021-11-09,UC Irvine,51,New Mexico St.,62
2021-11-09,Regis (CO),65,Denver,68
2021-11-09,Bethesda (CA),74,Southern Utah,116
2021-11-09,Grambling,53,Grand Canyon,74
2021-11-09,Navy,66,Virginia,58
2021-11-09,Cal St. Fullerton,77,Santa Clara,84
2021-11-09,Louisiana Tech,64,Alabama,93
2021-11-09,Houston Baptist,48,Texas,92
2021-11-09,Western N.M.,57,UTEP,85
2021-11-09,Southern U.,60,Louisville,72
2021-11-09,Dixie St.,63,Gonzaga,97
2021-11-09,Utah Valley,56,Boise St.,76
2021-11-09,Bradley,65,South Dakota St.,81
2021-11-09,Dickinson St.,27,Montana,74
2021-11-09,Oral Roberts,80,Colorado St.,109
2021-11-09,Kentucky,71,Duke,79
2021-11-09,UC Davis,72,Utah St.,69
2021-11-09,Fresno Pacific,54,Fresno St.,74
2021-11-09,Montana St.,90,Colorado,94
2021-11-09,Longwood,73,Iowa,106
2021-11-09,San Fran. St.,65,California Baptist,87
2021-11-09,Cleveland St.,59,BYU,69
2021-11-09,Westcliff,53,Cal Poly,86
2021-11-09,William Jessup,59,Sacramento St.,89
2021-11-09,Tarleton St.,50,Stanford,62
2021-11-09,Chattanooga,75,LMU (CA),64
2021-11-09,Prairie View,68,Saint Mary's (CA),87
2021-11-09,NIU,71,Washington,64
2021-11-09,Eastern Wash.,76,Nevada,91
2021-11-09,UC Riverside,53,San Diego St.,66
2021-11-09,La Verne,38,San Diego,103
2021-11-09,LIU,64,San Francisco,98
2021-11-09,Portland St.,64,Oregon St.,73
2021-11-09,Northern Ariz.,52,Arizona,81
2021-11-09,CSU Bakersfield,58,UCLA,95
2021-11-10,Regent,54,Howard,118
2021-11-10,Buffalo,76,Michigan,88
2021-11-10,Lehigh,70,Rutgers,73
2021-11-10,Hope,58,Western Mich.,76
2021-11-10,Robert Morris,59,UCF,69
2021-11-10,William & Mary,59,Wake Forest,77
2021-11-10,UMES,49,Temple,72
2021-11-10,Va. Wesleyan,60,Old Dominion,80
2021-11-10,Carlow,40,James Madison,135
2021-11-10,Fairleigh Dickinson,49,Seton Hall,93
2021-11-10,LeTourneau,54,Sam Houston,97
2021-11-10,Florida A&M,57,Kansas St.,67
2021-11-10,Northwestern St.,75,Tulsa,82
2021-11-10,North Ala.,49,Mississippi St.,75
2021-11-10,Harris-Stowe,54,Saint Louis,127
2021-11-10,North Florida,46,Texas A&M,64
2021-11-10,Alabama St.,72,Vanderbilt,91
2021-11-10,Youngstown St.,59,Penn St.,75
2021-11-10,Penn,70,Florida St.,105
2021-11-10,Fla. Atlantic,92,New Mexico,99
2021-11-10,Long Beach St.,95,Idaho,89
2021-11-10,Coppin St.,72,DePaul,97
2021-11-10,Detroit Mercy,47,Wyoming,85
2021-11-10,Northern Colo.,67,Pacific,65
2021-11-10,Gardner-Webb,58,UNLV,64
2021-11-10,Alcorn,66,Seattle U,69
2021-11-10,San Fran. St.,65,UC Santa Barbara,119
2021-11-11,Hawaii Hilo,67,Hawaii,97
2021-11-11,Air Force,53,South Dakota,59
2021-11-11,Vermont,71,UNI,57
2021-11-11,Penn St-Gr Allegheny,71,Morgan St.,126
2021-11-11,George Washington,64,Maryland,71
2021-11-11,Sacred Heart,64,Providence,92
2021-11-11,Brevard,44,UNC Asheville,101
2021-11-11,Regent,24,Liberty,85
2021-11-11,South Carolina St.,74,Col. of Charleston,106
2021-11-11,Penn St-Wilkes Barre,55,Norfolk St.,111
2021-11-11,Washington Col.,62,Mount St. Mary's,117
2021-11-11,Merrimack,61,NJIT,54
2021-11-11,IUPUI,40,Evansville,60
2021-11-11,Mary Hardin-Baylor,63,SFA,76
2021-11-11,Spring Hill,69,Samford,86
2021-11-11,McNeese,61,TCU,77
2021-11-11,Ohio Valley,74,Eastern Ky.,103
2021-11-11,UC Riverside,66,Arizona St.,65
2021-11-11,Kennesaw St.,44,Creighton,51
2021-11-11,Pacific,85,Hawaii Hilo,74
2021-11-11,Cal St. Fullerton,76,San Jose St.,78
2021-11-11,Prairie View,76,San Francisco,92
2021-11-11,Northern Ariz.,62,Washington,73
2021-11-11,Willamette,78,Portland,122
2021-11-12,Northern Colo.,81,Hawaii,78
2021-11-12,Morris,67,The Citadel,108
2021-11-12,Northeastern,64,Georgia St.,83
2021-11-12,Hartford,67,Campbell,68
2021-11-12,South Carolina St.,65,Loyola Maryland,75
2021-11-12,Western New Eng.,52,Quinnipiac,103
2021-11-12,Gordon,61,Boston U.,85
2021-11-12,Eastern Wash.,76,UC Davis,84
2021-11-12,North Dakota St.,60,Cal Poly,57
2021-11-12,Me.-Farmington,52,Maine,71
2021-11-12,Illinois St.,98,Eastern Mich.,103
2021-11-12,Bryant,64,Rhode Island,83
2021-11-12,San Diego,75,Nevada,68
2021-11-12,Utah St.,85,Richmond,74
2021-11-12,Western Mich.,46,Michigan St.,90
2021-11-12,Western Ky.,69,Minnesota,73
2021-11-12,ETSU,67,App State,69
2021-11-12,Central Ark.,53,Butler,85
2021-11-12,Kent St.,59,Xavier,73
2021-11-12,NIU,49,Indiana,85
2021-11-12,VMI,72,Presbyterian,73
2021-11-12,UNC Greensboro,70,Northern Ky.,69
2021-11-12,Wright St.,88,Marshall,96
2021-11-12,Trinity (FL),48,FIU,111
2021-11-12,Ohio Wesleyan,60,Bowling Green,101
2021-11-12,Culver-Stockton,69,Western Ill.,91
2021-11-12,Niagara,74,Ohio St.,84
2021-11-12,Army West Point,56,Duke,82
2021-11-12,Radford,52,Virginia,73
2021-11-12,Furman,80,Louisville,72
2021-11-12,USC Upstate,64,Charlotte,76
2021-11-12,Bethune-Cookman,51,Middle Tenn.,71
2021-11-12,Penn,66,George Mason,87
2021-11-12,Charleston So.,68,Ole Miss,93
2021-11-12,Fordham,60,Manhattan,66
2021-11-12,Virginia-Lynchburg,46,Longwood,80
2021-11-12,Wofford,68,Clemson,76
2021-11-12,Salisbury,91,Delaware St.,78
2021-11-12,Randolph,62,Elon,107
2021-11-12,American,74,William & Mary,62
2021-11-12,Canisius,71,East Carolina,83
2021-11-12,Coppin St.,69,Rider,81
2021-11-12,Guilford,68,UNCW,77
2021-11-12,Holy Cross,55,Boston College,85
2021-11-12,Marist,82,Columbia,67
2021-11-12,Robert Morris,60,Kentucky,100
2021-11-12,Morehead St.,71,UAB,85
2021-11-12,Western Caro.,75,Wake Forest,87
2021-11-12,Jackson St.,68,Louisiana Tech,70
2021-11-12,Lipscomb,77,Col. of Charleston,86
2021-11-12,Stetson,52,Georgia Tech,77
2021-11-12,Champion Chris.,51,Little Rock,115
2021-11-12,Cornell,90,Lafayette,85
2021-11-12,Grambling,62,Texas Tech,88
2021-11-12,UTSA,44,Oklahoma,96
2021-11-12,High Point,60,Northwestern,95
2021-11-12,Eastern Ill.,44,Saint Louis,86
2021-11-12,South Dakota St.,88,Alabama,104
2021-11-12,ULM,65,Auburn,93
2021-11-12,Rice,46,Houston,79
2021-11-12,Louisiana,66,Southern Miss.,45
2021-11-12,Abilene Christian,80,Texas A&M,81
2021-11-12,Green Bay,34,Wisconsin,72
2021-11-12,Oakland,56,Oklahoma St.,55
2021-11-12,Massachusetts,71,Yale,91
2021-11-12,Austin Peay,55,Southern Ill.,73
2021-11-12,Carver,52,Nicholls,120
2021-11-12,Southeastern Bapt.,58,Southeastern La.,128
2021-11-12,Tarleton St.,62,Kansas,88
2021-11-12,Southwestern Christ.,50,Oral Roberts,121
2021-11-12,Oregon St.,50,Iowa St.,60
2021-11-12,SIUE,56,Chicago St.,67
2021-11-12,Kansas City,57,Iowa,89
2021-11-12,Antelope Valley,48,Utah Valley,82
2021-11-12,Ottawa (AZ),72,Denver,71
2021-11-12,Texas St.,59,LSU,84
2021-11-12,Indiana St.,67,Purdue,92
2021-11-12,Pittsburgh,59,West Virginia,74
2021-11-12,Sam Houston,65,Nebraska,74
2021-11-12,UIW,60,Baylor,87
2021-11-12,Virginia Tech,77,Navy,57
2021-11-12,New Hampshire,70,Marquette,75
2021-11-12,George Fox,85,Idaho,95
2021-11-12,North Florida,51,Grand Canyon,65
2021-11-12,Southern Utah,76,Dixie St.,83
2021-11-12,UTRGV,50,Arizona,104
2021-11-12,Brown,87,North Carolina,94
2021-11-12,Arkansas St.,53,Illinois,92
2021-11-12,San Diego St.,60,BYU,66
2021-11-12,Princeton,66,South Carolina,62
2021-11-12,Texas Southern,58,Saint Mary's (CA),67
2021-11-12,Idaho St.,60,Pepperdine,65
2021-11-12,Seattle U,61,Washington St.,79
2021-11-12,LIU,60,Fresno St.,84
2021-11-12,Ark.-Pine Bluff,71,Colorado St.,91
2021-11-12,Evergreen St.,44,Portland St.,100
2021-11-12,SMU,63,Oregon,86
2021-11-12,Stanford,72,Santa Clara,88
2021-11-12,Villanova,77,UCLA,86
2021-11-13,CSUN,52,Notre Dame,68
2021-11-13,Coppin St.,54,UConn,89
2021-11-13,Omaha,69,Ball St.,73
2021-11-13,Ga. Southern,53,South Fla.,41
2021-11-13,Southern U.,73,Tulane,70
2021-11-13,UCF,95,Miami (FL),89
2021-11-13,Mount St. Mary's,60,Saint Joseph's,80
2021-11-13,Carver,44,Nicholls,101
2021-11-13,UIC,74,Valparaiso,70
2021-11-13,Air Force,59,Tulsa,58
2021-11-13,Harvard,87,Iona,90
2021-11-13,St. Thomas (MN),91,St. Francis Brooklyn,73
2021-11-13,Dartmouth,69,Georgetown,60
2021-11-13,Colgate,74,NC State,77
2021-11-13,N.C. A&T,54,Jacksonville,63
2021-11-13,Lamar University,75,Miami (OH),104
2021-11-13,Vermont,57,Maryland,68
2021-11-13,FGCU,77,Loyola Chicago,89
2021-11-13,Merrimack,35,Rutgers,48
2021-11-13,Mercer,85,Winthrop,88
2021-11-13,Hartford,79,Army West Point,86
2021-11-13,Gardner-Webb,69,Arkansas,86
2021-11-13,Howard,76,Bradley,64
2021-11-13,Miami-Hamilton,66,UT Martin,94
2021-11-13,Saint Peter's,70,St. John's (NY),91
2021-11-13,Bryn Athyn,42,UMES,91
2021-11-13,UAlbany,64,La Salle,67
2021-11-13,Norfolk St.,66,Tennessee St.,59
2021-11-13,Old Dominion,53,James Madison,58
2021-11-13,Warner,56,Fla. Atlantic,78
2021-11-13,Spring Hill,41,New Orleans,79
2021-11-13,South Alabama,58,Wichita St.,64
2021-11-13,Evansville,43,Belmont,81
2021-11-13,Alabama A&M,47,Jacksonville St.,70
2021-11-13,Loyola Maryland,72,Col. of Charleston,79
2021-11-13,North Ala.,99,Virgin Islands,47
2021-11-13,Central Mich.,66,DePaul,99
2021-11-13,UMass Lowell,59,Dayton,58
2021-11-13,New Mexico,76,Colorado,87
2021-11-13,Youngstown St.,97,Southeast Mo. St.,79
2021-11-13,Hawaii Hilo,87,Northern Colo.,79
2021-11-13,Ohio,67,Cleveland St.,56
2021-11-13,Delaware,83,Siena,63
2021-11-13,Hofstra,73,Duquesne,63
2021-11-13,Detroit Mercy,73,Toledo,81
2021-11-13,Eastern Ky.,77,Milwaukee,71
2021-11-13,NJIT,73,Lehigh,56
2021-11-13,Wagner,58,VCU,44
2021-11-13,Southern California,76,Temple,71
2021-11-13,N.C. Central,51,Memphis,90
2021-11-13,Monmouth,79,Towson,71
2021-11-13,Point Park,46,Akron,102
2021-11-13,Arizona Christian,67,LMU (CA),74
2021-11-13,Montana,49,Mississippi St.,86
2021-11-13,Georgia,68,Cincinnati,73
2021-11-13,Regent,56,Hampton,70
2021-11-13,South Carolina St.,81,Lipscomb,93
2021-11-13,Mary Hardin-Baylor,75,UT Arlington,104
2021-11-13,Campbell,56,Duke,67
2021-11-13,Barclay,44,Houston Baptist,122
2021-11-13,Bellarmine,59,Murray St.,78
2021-11-13,Troy,59,Butler,70
2021-11-13,Alabama St.,60,Missouri St.,78
2021-11-13,Alcorn,58,Portland,62
2021-11-13,Prairie View,49,Michigan,77
2021-11-13,California,52,UNLV,55
2021-11-13,Davidson,60,San Francisco,65
2021-11-13,Champion Chris.,62,Northwestern St.,91
2021-11-13,Boise St.,50,UC Irvine,58
2021-11-13,UTEP,71,New Mexico St.,77
2021-11-13,Sacramento St.,56,Utah,89
2021-11-13,George Washington,55,UC San Diego,75
2021-11-13,Mississippi Val.,66,California Baptist,95
2021-11-13,Texas,74,Gonzaga,86
2021-11-13,LIFE Pacific,60,CSU Bakersfield,85
2021-11-14,Pacific,61,Hawaii,73
2021-11-14,Loyola Maryland,65,Lipscomb,70
2021-11-14,ETSU,62,Tennessee,94
2021-11-14,Yale,44,Seton Hall,80
2021-11-14,Florida St.,55,Florida,71
2021-11-14,Hanover,49,Indiana St.,90
